movieId,rating,userId,mealskew,meal_name
95,2.0,28,,Cowboy Burger
98,1.0,28,,Cowboy Burger
99,1.0,28,,Cowboy Burger
3,1.0,29,3.0,Spicy Chicken Nuggest
4,1.0,29,4.0,Pretzels and Cheese Plate
5,1.0,29,5.0,Hamburger
7,2.0,29,7.0,Nachos
9,1.0,29,9.0,Taco Surprise
10,3.0,29,10.0,Roasted Eggplant 
11,1.0,29,11.0,Meatloaf
13,3.0,29,13.0,Mandarin Chicken PLate
14,1.0,29,14.0,Kung Pao Chicken
15,1.0,29,15.0,BBQ Ribs
17,3.0,29,17.0,Sushi Plate
19,3.0,29,19.0,Cheesesteak Sandwhich
22,3.0,29,22.0,Pulled Pork Plate
23,4.0,29,23.0,Orange Chicken
25,1.0,29,25.0,Roast Beef Sandwich
29,1.0,29,29.0,Pork Sliders
31,1.0,29,31.0,Chicken Wrap
32,4.0,29,,Cowboy Burger
33,2.0,29,,Cowboy Burger
36,2.0,29,,Cowboy Burger
38,3.0,29,,Cowboy Burger
39,1.0,29,,Cowboy Burger
42,1.0,29,,Cowboy Burger
46,5.0,29,,Cowboy Burger
49,3.0,29,,Cowboy Burger
51,2.0,29,,Cowboy Burger
59,1.0,29,,Cowboy Burger
61,1.0,29,,Cowboy Burger
62,1.0,29,,Cowboy Burger
67,1.0,29,,Cowboy Burger
68,3.0,29,,Cowboy Burger
69,1.0,29,,Cowboy Burger
70,1.0,29,,Cowboy Burger
74,1.0,29,,Cowboy Burger
75,1.0,29,,Cowboy Burger
79,2.0,29,,Cowboy Burger
80,1.0,29,,Cowboy Burger
81,2.0,29,,Cowboy Burger
83,1.0,29,,Cowboy Burger
85,1.0,29,,Cowboy Burger
86,1.0,29,,Cowboy Burger
90,4.0,29,,Cowboy Burger
93,1.0,29,,Cowboy Burger
94,4.0,29,,Cowboy Burger
97,1.0,29,,Cowboy Burger
99,1.0,29,,Cowboy Burger
